
Mark Apparatus Data
Order of edition citation: WH Treg NIV RP

Mk 1:1	χριστοῦ WH ] + υἱοῦ θεοῦ Treg NIV; υἱοῦ τοῦ θεοῦ RP
Mk 2:22	ῥήξει ὁ οἶνος WH Treg NIV ] ῥήσσει ὁ οἶνος ὁ νέος RP • ἀπόλλυται καὶ οἱ ἀσκοί WH Treg NIV ] ἐκχεῖται καὶ οἱ ἀσκοὶ ἀπολοῦνται RP • καινούς WH NIV ] + βλητέον Treg RP
Mk 2:23	αὐτὸν … σάββασιν παραπορεύεσθαι NIV ] αὐτὸν … σάββασιν διαπορεύεσθαι WH Treg; παραπορεύεσθαι αὐτὸν … σάββασιν RP • οἱ μαθηταὶ αὐτοῦ ἤρξαντο WH Treg NIV ] ἤρξαντο οἱ μαθηταὶ αὐτοῦ RP
Mk 2:24	ποιοῦσιν WH Treg NIV ] + ἐν RP
Mk 2:25	λέγει WH Treg NIV ] αὐτὸς ἔλεγεν RP
Mk 2:26	πῶς WH Treg RP NA ] – NIV • τοὺς ἱερεῖς WH NIV ] τοῖς ἱερεῦσιν Treg RP
Mk 2:27	καὶ WH Treg NIV ] – RP

Mk 3:1	εἰς WH ] + τὴν Treg NIV RP
Mk 3:2	κατηγορήσωσιν WH NIV RP ] κατηγορήσουσιν Treg
Mk 3:3	τὴν χεῖρα ἔχοντι ξηράν WH Treg ] τὴν ξηράν χεῖρα ἔχοντι NIV; ἐξηραμμένην  ἔχοντι τὴν χεῖρα RP • Ἔγειρε WH Treg NIV ] Ἔγειραι RP
Mk 3:4	ἀγαθοποιῆσαι WH Treg RP ] ἀγαθὸν ποιῆσαι NIV
Mk 3:5	χεῖρα NIV ] + σου WH Treg RP • αὐτοῦ WH Treg NIV ] + ὑγιὴς ὡς ἡ ἄλλη RP
Mk 3:6	εὐθὺς WH Treg NIV ] εὐθέως RP • ἐδίδουν WH Treg NIV ] ἐποίουν RP
Mk 3:7	μετὰ … αὐτοῦ ἀνεχώρησεν WH Treg NIV ] ἀνεχώρησεν μετὰ … αὐτοῦ RP • ἠκολούθησεν WH Treg NIV ] ἠκολούθησαν αὐτῷ RP
Mk 3:8	⸀καὶ WH Treg RP NA ] + οἱ NIV • ⸁καὶ WH Treg NIV ] + οἱ RP • ἀκούοντες WH Treg NIV ] ἀκούσαντες RP • ἐποίει NIV RP ] ποιεῖ WH Treg
Mk 3:11	ἐθεώρουν προσέπιπτον WH Treg NIV ] ἐθεώρει προσέπιπτεν RP • ἔκραζον WH Treg NIV ] ἔκραζεν RP • λέγοντα WH Treg RP ] λέγοντες NIV
Mk 3:12	αὐτὸν φανερὸν WH Treg NIV ] φανερὸν αὐτὸν RP • ποιήσωσιν WH NIV RP ] ποιῶσιν Treg
Mk 3:14	δώδεκα Treg RP ] + οὓς καὶ ἀποστόλους ὠνόμασεν WH NIV
Mk 3:15	ἐξουσίαν WH Treg NIV ] θεραπεύειν τὰς νόσους καὶ RP
Mk 3:16	ἐποίησεν τοὺς δώδεκα καὶ WH NIV ] – Treg RP • ὄνομα τῷ Σίμωνι WH Treg NIV ] τῷ Σίμωνι ὄνομα RP
Mk 3:17	ὀνόματα Treg NIV RP ] ὄνομα WH 
Mk 3:18	Καναναῖον WH Treg NIV ] Κανανίτην RP
Mk 3:19	Ἰσκαριώθ WH Treg NIV ] Ἰσκαριώτην RP
Mk 3:20	ἔρχεται WH NIV RP ] ἔρχονται Treg • ὁ WH Treg NIV ] – RP • μηδὲ WH Treg NIV ] μήτε RP
Mk 3:25	δυνήσεται WH Treg NIV ] δύναται RP • ἡ οἰκία ἐκείνη σταθῆναι NIV ] ἡ οἰκία ἐκείνη στῆναι WH Treg; σταθῆναι ἡ οἰκία ἐκείνη RP
Mk 3:26	ἐμερίσθη WH NIV ] μεμέρισται Treg RP • στῆναι WH Treg NIV ] σταθῆναι RP
Mk 3:27	ἀλλ’ οὐδεὶς δύναται Treg ] ἀλλ᾽ οὐ δύναται οὐδεὶς WH NIV; οὐδεὶς δύναται RP • εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ εἰσελθὼν τὰ σκεύη WH Treg NIV ] τὰ σκεύη τοῦ ἰσχυροῦ εἰσελθὼν εἰς τὴν οἰκίαν RP • διαρπάσει WH Treg NIV ] διαρπάσῃ RP
Mk 3:28	τοῖς … ἀνθρώπων τὰ ἁμαρτήματα WH Treg NIV ] τὰ ἁμαρτήματα τοῖς … ἀνθρώπων RP • αἱ βλασφημίαι ὅσα ἐὰν WH Treg NIV ] βλασφημίαι ὅσας ἂν RP
Mk 3:29	ἁμαρτήματος WH Treg NIV ] κρίσεως RP
Mk 3:31	Καὶ ἔρχονται WH Treg ] Καὶ ἔρχεται NIV; Ἔρχονται οὖν RP • ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ WH Treg NIV ] οἱ ἀδελφοὶ καὶ ἡ μήτηρ αὐτοῦ RP • στήκοντες WH Treg NIV ] ἑστῶτες RP • καλοῦντες WH Treg NIV ] φωνοῦντες RP
Mk 3:32	περὶ αὐτὸν ὄχλος WH Treg NIV ] ὄχλος περὶ αὐτόν RP • καὶ λέγουσιν WH Treg NIV ] εἶπον δὲ RP • σου WH Treg NIV ] +  καὶ αἱ ἀδελφαί σου RP NA
Mk 3:33	ἀποκριθεὶς αὐτοῖς λέγει WH Treg NIV ] ἀπεκρίθη αὐτοῖς λέγων RP • ἢ RP ] καὶ WH Treg NIV • μου Treg NIV RP ] – WH
Mk 3:34	τοὺς περὶ αὐτὸν κύκλῳ WH Treg NIV ] κύκλῳ τοὺς περὶ αὐτὸν RP
Mk 3:35	γὰρ Treg NIV RP ] – WH • ἀδελφὴ WH Treg NIV ] + μου RP

Mk 4:1	συνάγεται WH Treg NIV ] συνήχθη RP • πλεῖστος WH Treg NIV ] πολύς RP • εἰς πλοῖον ἐμβάντα WH Treg NIV ] ἐμβάντα εἰς τὸ πλοῖον RP • ἦσαν WH Treg NIV ] ἦν RP
Mk 4:3	σπείρων WH NIV ] + τοῦ Treg RP
Mk 4:5	καὶ ἄλλο WH Treg NIV ] Ἄλλο δὲ RP • ὅπου NIV RP ] καὶ ὅπου WH Treg • εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 4:6	καὶ ὅτε ἀνέτειλεν ὁ ἥλιος WH Treg NIV ] ἡλίου δὲ ἀνατείλαντος RP • ἐκαυματίσθη WH RP NA ] ἐκαυματίσθησαν Treg NIV
Mk 4:8	ἄλλα WH NIV ] ἄλλο Treg RP • αὐξανόμενα WH NIV ] αὐξανόμενον Treg; αὐξάνοντα RP • ἓν … ἓν … ἓν NIV ] εἰς … ἐν … ἐν WH; εἰς … εἰς … εἰς Treg; ἐν … ἐν … ἐν RP
Mk 4:9	Ὃς ἔχει WH Treg NIV ] Ὃ ἔχων RP
Mk 4:10	Καὶ ὅτε WH Treg NIV ] Ὅτε δὲ RP • ἠρώτων WH Treg NIV ] ἠρώτησαν RP • τὰς παραβολάς WH Treg NIV ] τὴν παραβολήν RP
Mk 4:11	τὸ μυστήριον δέδοται WH Treg NIV ] δέδοται γνῶναι τὸ μυστήριον RP
Mk 4:12	αὐτοῖς WH Treg NIV ] + τὰ ἁμαρτήματα RP
Mk 4:15	εὐθὺς WH Treg NIV ] εὐθέως RP • εἰς αὐτούς WH Treg NIV ] ἐν ταῖς καρδίαις αὐτῶν RP
Mk 4:16	ὁμοίως WH Treg NIV RP ] – NA • εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 4:17	εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 4:18	ἄλλοι WH Treg NIV ] οὗτοί RP • οὗτοί εἰσιν WH Treg NIV ] – RP • ἀκούσαντες WH Treg NIV ] ἀκούοντες RP
Mk 4:19	αἰῶνος WH Treg NA ] + τούτου RP; βίου NIV
Mk 4:20	ἐκεῖνοί WH Treg NIV ] οὗτοί RP • ἓν … ἓν … ἓν NIV ] ἐν … ἐν … ἐν WH Treg RP
Mk 4:21	αὐτοῖς Treg NIV RP ] + ὅτι WH • ἔρχεται ὁ λύχνος WH Treg NIV ] ὁ λύχνος ἔρχεται RP • τεθῇ WH Treg NIV ] ἐπιτεθῇ RP
Mk 4:22	κρυπτὸν WH Treg NIV ] τι κρυπτόν, ὃ RP • ἵνα WH NIV ] – Treg RP • ἔλθῃ εἰς φανερόν WH Treg NIV ] εἰς φανερὸν ἔλθῃ RP
Mk 4:24	ὑμῖν WH Treg NIV ] + τοῖς ἀκούουσιν RP
Mk 4:25	ἔχει WH Treg NIV ] ἂν ἔχῃ RP • ὃ WH NIV RP ] ὃς Treg
Mk 4:26	ὡς WH Treg NIV ] + ἐὰν RP
Mk 4:27	βλαστᾷ WH Treg NIV ] βλαστάνῃ RP
Mk 4:28	αὐτομάτη WH Treg NIV ] + γὰρ RP • εἶτα … εἶτα Treg NIV RP ] εἶτεν … εἶτεν WH • πλήρης σῖτον NIV ] πλήρη σῖτον WH RP; πλήρης σῖτος Treg
Mk 4:29	παραδοῖ WH Treg NIV ] παραδῷ RP • εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 4:30	Πῶς WH Treg NIV ] Τίνι RP • τίνι WH Treg NIV ] ποίᾳ RP • αὐτὴν παραβολῇ θῶμεν WH Treg NIV ] παραβολῇ παραβάλωμεν αὐτήν RP
Mk 4:31	κόκκῳ WH NIV ] κόκκον Treg RP • μικρότερον ὂν WH Treg NIV ] μικρότερος RP •  σπερμάτων WH Treg NIV ] + ἐστὶν RP
Mk 4:32	μεῖζον πάντων τῶν λαχάνων WH NIV ] μείζων πάντων τῶν λαχάνων Treg; πάντων τῶν λαχάνων μείζων RP
Mk 4:34	ἰδίοις μαθηταῖς WH NIV ] μαθηταῖς αὐτοῦ Treg RP
Mk 4:36	πλοῖα WH Treg NIV ] δὲ πλοιάρια RP
Mk 4:37	μεγάλη ἀνέμου WH Treg NIV ] ἀνέμου μεγάλη RP • καὶ τὰ WH Treg NIV ] τὰ δὲ RP • ἤδη γεμίζεσθαι τὸ πλοῖον WH Treg NIV ] αὐτὸ ἤδη γεμίζεσθα RP
Mk 4:38	αὐτὸς ἦν WH NIV ] ἦν αὐτὸς Treg RP • ἐν WH Treg NIV ] ἐπὶ RP • ἐγείρουσιν WH Treg NIV ] διεγείρουσιν RP
Mk 4:40	οὔπω WH Treg NIV ] οὕτως Πῶς οὐκ RP
Mk 4:41	ὑπακούει WH Treg NIV ] ὑπακούουσιν RP

Mk 5:1	Γερασηνῶν WH Treg NIV ] Γαδαρηνῶν RP
Mk 5:2	ἐξελθόντος αὐτοῦ WH Treg NIV ] ἐξελθόντι αὐτῷ RP • εὐθὺς ὑπήντησεν WH Treg NIV ] εὐθέως ἀπήντησεν RP
Mk 5:3	οὐδὲ ἁλύσει οὐκέτι WH Treg NIV ] οὔτε ἁλύσεσιν RP
Mk 5:4	ἴσχυεν αὐτὸν WH Treg NIV ] αὐτὸν ἴσχυεν RP
Mk 5:5	μνήμασιν καὶ ἐν τοῖς ὄρεσιν WH Treg NIV ] ὄρεσιν καὶ ἐν τοῖς μνήμασιν RP
Mk 5:6	καὶ ἰδὼν WH Treg NIV ] Ἰδὼν δὲ RP • αὐτόν WH ] αὐτῷ Treg NIV RP
Mk 5:7	λέγει WH Treg NIV ] εἶπεν RP
Mk 5:9	ὄνομά σοι WH Treg NIV ] σοι ὄνομα RP • λέγει αὐτῷ WH Treg NIV ] ἀπεκρίθη λέγων RP • Λεγιὼν WH Treg NIV ] Λεγεὼν RP
Mk 5:10	αὐτὰ WH Treg NIV ] αὐτοὺς RP
Mk 5:12	αὐτὸν WH Treg NIV ] + πάντες οἱ δαίμονες RP
Mk 5:13	αὐτοῖς WH Treg NIV ] + εὐθέως ὁ Ἰησοῦς RP • ὡς WH Treg NIV] ἦσαν δὲ ὡς RP
Mk 5:14	Καὶ οἱ WH Treg NIV ] Οἱ δὲ RP • αὐτοὺς WH Treg NIV ] τοὺς χοίρους RP • ἀπήγγειλαν WH Treg NIV ] ἀνήγγειλαν RP • ἦλθον WH Treg NIV ] ἐξῆλθον RP
Mk 5:15	καθήμενον WH Treg NIV ] + καὶ RP • λεγιῶνα WH Treg NIV ] Λεγεῶνα RP
Mk 5:16	καὶ διηγήσαντο WH Treg NIV ] Διηγήσαντο δὲ RP
Mk 5:18	ἐμβαίνοντος WH Treg NIV ] ἐμβάντος RP • μετ᾽ αὐτοῦ ᾖ WH Treg NIV ] ᾖ μετ᾽ αὐτοῦ RP
Mk 5:19	καὶ WH Treg NIV ] Ὁ δὲ Ἰησοῦς RP • ἀπάγγειλον WH Treg NIV ] ἀνάγγειλον RP • ὁ κύριός σοι WH Treg NIV ] σοι ὁ κύριος RP
Mk 5:22	καὶ WH Treg NIV ] + ἰδού RP
Mk 5:23	παρακαλεῖ WH Treg NIV ] παρεκάλει RP • τὰς χεῖρας αὐτῇ WH Treg NIV ] αὐτῇ τὰς χεῖρας RP • ἵνα WH Treg NIV ] ὅπως RP • ζήσῃ WH Treg NIV ] ζήσεται RP
Mk 5:25	γυνὴ WH Treg NIV ] + τις RP • δώδεκα ἔτη WH NIV ] ἔτη δώδεκα Treg RP
Mk 5:27	ἀκούσασα Treg NIV RP ] + τὰ WH
Mk 5:28	Ἐὰν ἅψωμαι κἂν … αὐτοῦ WH NIV ] Κἂν … αὐτοῦ ἅψωμαι Treg RP
Mk 5:29	εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 5:30	εὐθὺς WH Treg NIV ] εὐθέως RP
Mk 5:33	αὐτῇ WH Treg NIV ] ἐπ᾽ αὐτῇ RP
Mk 5:34	Θυγάτηρ WH Treg NIV ] θύγατερ RP
Mk 5:36	παρακούσας WH Treg NIV ] εὐθέως ἀκούσας RP
Mk 5:37	μετ᾽ αὐτοῦ WH Treg NIV ] αὐτῷ RP • τὸν WH Treg NIV ] – RP
Mk 5:38	ἔρχονται WH Treg NIV ] ἔρχεται RP • καὶ WH Treg NIV ] – RP
Mk 5:40	αὐτὸς WH Treg NIV ] Ὁ RP • παιδίον WH Treg NIV ] + ἀνακείμενον RP
Mk 5:41	κουμ WH Treg NIV ] κοῦμι RP • ἔγειρε WH Treg NIV ] ἔγειραι RP
Mk 5:42	⸀εὐθὺς WH Treg NIV ] εὐθέως RP • ⸁εὐθὺς WH Treg NIV ] – RP

Mk 6:1	ἔρχεται WH Treg NIV ] ἦλθεν RP
Mk 6:2	διδάσκειν ἐν τῇ συναγωγῇ WH Treg NIV ] ἐν τῇ συναγωγῇ διδάσκειν RP • οἱ WH ] – Treg NIV RP • τούτῳ WH Treg NIV ] αὐτῷ RP • αἱ WH NIV ] – Treg RP • γινόμεναι WH Treg NIV ] γίνονται RP
Mk 6:3	τῆς WH Treg NIV ] – RP • καὶ ἀδελφὸς WH Treg NIV ] ἀδελφὸς δὲ RP • Ἰωσῆτος WH Treg NIV ] Ἰωσῆ RP
Mk 6:4	καὶ ἔλεγεν WH Treg NIV ] Ἔλεγεν δὲ RP • συγγενεῦσιν αὐτοῦ WH Treg NIV ] συγγενέσιν RP
Mk 6:5	ποιῆσαι οὐδεμίαν δύναμιν WH Treg NIV ] οὐδεμίαν δύναμιν ποιῆσαι RP
Mk 6:6	ἐθαύμαζεν Treg NIV RP ] ἐθαύμασεν WH
Mk 6:8	ἄρτον μὴ πήραν WH Treg NIV ] πήραν μὴ ἄρτον RP
Mk 6:9	ἐνδύσησθε Treg NIV RP ] ἐνδύσασθαι WH
Mk 6:10	ἐὰν WH NIV RP ] ἂν Treg
Mk 6:11	ὃς ἂν τόπος μὴ δέξηται WH Treg NIV ] ὅσοι ἂν μὴ δέξωνται RP • αὐτοῖς WH Treg NIV ] + Ἀμὴν λέγω ὑμῖν, ἀνεκτότερον ἔσται Σοδόμοις ἢ Γομόρροις ἐν ἡμέρᾳ κρίσεως, ἢ τῇ πόλει ἐκείνῃ. RP
Mk 6:12	ἐκήρυξαν WH Treg NIV ] ἐκήρυσσον RP • μετανοῶσιν WH Treg NIV ] μετανοήσωσιν RP
Mk 6:14	ἔλεγον WH NIV ] ἔλεγεν Treg RP • ἐγήγερται ἐκ νεκρῶν WH Treg NIV ] ἐκ νεκρῶν ἠγέρθη RP
Mk 6:15	δὲ WH Treg NIV ] – RP • προφήτης WH Treg NIV ] + ἐστίν RP
Mk 6:16	ὁ WH Treg NIV ] – RP • ἔλεγεν WH Treg NIV ] εἶπεν ὅτι RP • ἠγέρθη WH NA ] ἠγέρθη ἐκ νεκρῶν Treg; ἐκ νεκρῶν ἠγέρθη NIV; ἐστιν αὐτὸς ἠγέρθη ἐκ νεκρῶν RP
Mk 6:20	ἠπόρει WH NIV ] ἐποίει Treg RP
Mk 6:21	ἐποίησεν WH Treg NIV ] ἐποίει RP
Mk 6:22	αὐτῆς τῆς Treg RP ] αὐτοῦ WH NIV • καὶ ἀρεσάσης RP ] ἤρεσεν WH Treg NIV • εἶπεν ὁ βασιλεὺς NIV RP ] ὁ δὲ βασιλεὺς εἶπεν WH Treg
Mk 6:23	αὐτῇ WH Treg NIV RP ] + πολλά NA • Ὅ τι NIV ] Ὅτι WH; ὅτι Ὃ Treg RP
Mk 6:24	καὶ WH Treg NIV ] Ἡ δὲ RP • αἰτήσωμαι WH Treg NIV ] αἰτήσομαι RP • βαπτίζοντος WH Treg NIV ] βαπτιστοῦ RP
Mk 6:25	εὐθὺς WH Treg NIV ] εὐθέως RP • ἐξαυτῆς δῷς μοι WH Treg NIV ] μοι δῷς ἐξαυτῆς RP
Mk 6:26	ἀνακειμένους WH Treg NIV ] συνανακειμένους RP • ἀθετῆσαι αὐτήν WH Treg NIV ] αὐτὴν ἀθετῆσαι RP
Mk 6:27	εὐθὺς WH Treg NIV ] εὐθέως RP • ἐνέγκαι WH Treg NIV ] ἐνεχθῆναι RP • καὶ WH Treg NIV ] Ὁ δὲ RP
Mk 6:30	πάντα WH Treg NIV ] + καὶ RP
Mk 6:31	λέγει WH Treg NIV ] εἶπεν RP • ἀναπαύσασθε WH Treg NIV ] ἀναπαύεσθε RP
Mk 6:32	ἐν τῷ πλοίῳ εἰς ἔρημον τόπον WH NIV ] εἰς ἔρημον τόπον τῷ πλοίῳ Treg RP
Mk 6:33	ἐπέγνωσαν NIV ] + αὐτὸν RP; ἔγνωσαν WH Treg
Mk 6:34	εἶδεν WH Treg NIV ] + ὁ Ἰησοῦς RP • αὐτοὺς WH Treg NIV ] αὐτοῖς RP
Mk 6:35	ἔλεγον WH Treg NIV ] λέγουσιν RP
Mk 6:36	τί φάγωσιν WH Treg NIV ] ἄρτους. Τί γὰρ φάγωσιν οὐκ ἔχουσιν RP
Mk 6:37	δώσομεν WH Treg NIV ] δῶμεν RP
Mk 6:38	ἔχετε ἄρτους WH ] ἄρτους ἔχετε Treg NIV RP • ὑπάγετε WH Treg NIV ] + καὶ RP
Mk 6:39	ἀνακλῖναι Treg NIV RP ] ἀνακλιθῆναι WH
Mk 6:40	⸀κατὰ WH Treg NIV ] ἀνὰ RP • ⸁κατὰ WH Treg NIV ] ἀνὰ RP
Mk 6:41	αὐτοῦ NIV RP ] – WH Treg • παρατιθῶσιν WH NIV ] παραθῶσιν Treg RP 
Mk 6:43	κλάσματα δώδεκα κοφίνων πληρώματα WH NIV ]  κλασμάτων δώδεκα κοφίνους πληρώματα Treg; κλασμάτων δώδεκα κοφίνους πλήρεις RP
